Machine id,Region,Created at,Time to start,Time to respond (cold start)
3287311c973785,dfw,1702379084000,7488,2448
e784933a90d783,dfw,1702379085000,7044,2234
6e824233a40d87,dfw,1702379085000,2073,236
6e82557b7d6478,dfw,1702382642000,3457,2477
1781e90f1dde89,dfw,1702382642000,4096,2229
e286746beee298,dfw,1702382642000,3586,459
328756d3f06028,dfw,1702386193000,1109,10460
4d89d97df31487,dfw,1702386192000,1158,4478
e82d731a79e018,dfw,1702386193000,937,477
4d89d922a3e587,dfw,1702389831000,867,2462
3287316a027958,dfw,1702389828000,6119,2451
91859eead05583,dfw,1702389827000,1933,238
3d8d7410fed368,dfw,1702393409000,2177,478
784e76ea24d908,dfw,1702393409000,2536,246
286533dbe66068,dfw,1702393409000,3545,8440
1781557b9de168,dfw,1702396996000,847,240
e7842069f24e28,dfw,1702396996000,1101,2496
784e774a2dd578,dfw,1702396996000,1038,433
90806240c92487,dfw,1702400606000,1019,235
2874ee9b011d78,dfw,1702400605000,2273,2434
48ed76db73e638,dfw,1702400605000,244,2453
4d89609f6d9958,dfw,1702404180000,2436,450
4d89d926f640d8,dfw,1702404180000,1282,6501
17816400f1ee89,dfw,1702404180000,1490,236
91852351b96783,dfw,1702407777000,931,236
17816403c1e089,dfw,1702407777000,747,419
91852355a93583,dfw,1702407777000,1086,2327
e286901b33e586,dfw,1702411384000,1065,4463
2865315be74e98,dfw,1702411385000,555,440
56833246a0e78e,dfw,1702411385000,1111,4463
2865339fee5058,dfw,1702414962000,1110,448
e28607eaee2e78,dfw,1702414962000,3380,445
e784196f554483,dfw,1702414962000,1400,437
4d890e1f711387,dfw,1702418548000,3389,4270
e286773ce00208,dfw,1702418548000,993,2469
148e5315b9e589,dfw,1702418548000,1003,245
781170db9723d8,dfw,1702422154000,2454,231
5683902b779d98,dfw,1702422154000,4475,447
e2866e1dc3d986,dfw,1702422154000,893,10248
328756d3f06768,dfw,1702425784000,1014,255
683d741a794948,dfw,1702425784000,794,2441
90806240ce4487,dfw,1702425784000,772,4463
17816409a95368,dfw,1702429404000,1217,498
683d74db7d4178,dfw,1702429404000,1257,234
1857056f4e5498,dfw,1702429404000,2648,234
784e76dc2764e8,dfw,1702432953000,1066,8236
2874ed7a024668,dfw,1702432953000,1655,465
3d8d74e5c5d389,dfw,1702432953000,1283,475
4d89d926f6e6d8,dfw,1702436564000,1062,495
90806206aee987,dfw,1702436564000,789,458
148e5366a93e89,dfw,1702436564000,1238,6478
3d8d7410fee718,dfw,1702440188000,2297,236
17816472f99d58,dfw,1702440188000,1949,2480
3d8d3d7fe2d628,dfw,1702440188000,1442,461
148e537ea77258,dfw,1702443759000,859,247
328756d9b93285,dfw,1702443759000,1055,457
17816400f64189,dfw,1702443759000,1187,4520
91859e2c414ee8,dfw,1702447375000,1756,236
e286076fe72dd8,dfw,1702447375000,1314,437
90806244fe0587,dfw,1702447375000,985,242
7811772a952e08,dfw,1702450956000,2898,231
56833263b3798e,dfw,1702450956000,1212,249
e2866e1dc16486,dfw,1702450956000,1088,459
91859eea0e5383,dfw,1702454591000,1663,2464
e2866e11f14586,dfw,1702454591000,1321,489
90806206a76787,dfw,1702454591000,1435,252
e7842066a91483,dfw,1702458203000,616,4524
3d8d74e3ae19e8,dfw,1702458203000,1072,282
3d8d3ddc6d9589,dfw,1702458203000,1476,10472
6e82955a196987,dfw,1702461771000,1978,229
e2866e11f15586,dfw,1702461771000,1021,245
148e5366a90e89,dfw,1702461771000,1579,242
